cpu_usage,memory_usage,requests_per_sec,latency_ms,failure_label
10.35,53.13,54.72,34.14,0
24.24,28.92,218.63,42.76,0
46.6,50.8,193.61,45.14,0
89.08,63.82,504.6,201.54,1
11.44,44.08,261.17,81.25,0
62.51,33.1,128.83,34.56,0
26.66,36.97,117.77,94.59,0
29.54,25.49,274.72,52.37,0
30.63,37.76,235.99,77.89,0
34.57,35.97,101.41,47.34,0
15.11,27.0,278.32,76.58,0
51.61,24.81,172.28,66.41,0
27.43,27.64,296.29,82.98,0
24.04,24.48,164.24,15.62,0
32.02,54.3,138.67,95.39,0
33.88,53.91,125.17,99.98,0
45.4,35.59,167.84,95.86,0
45.6,32.93,85.18,36.16,0
17.04,26.23,223.77,79.79,0
54.13,54.65,215.24,46.59,0
18.66,26.9,284.07,97.05,0
54.57,27.26,269.77,24.3,0
37.37,32.24,206.33,92.26,0
27.66,51.33,132.9,90.55,0
57.96,56.54,61.62,47.05,0
38.89,26.33,53.73,91.26,0
64.35,24.5,168.92,98.59,0
81.81,63.36,470.65,309.21,1
35.82,56.12,82.05,70.79,0
43.75,48.65,169.45,78.64,0
74.32,65.48,375.96,385.57,1
14.52,23.79,150.96,90.39,0
22.44,27.39,214.84,42.93,0
96.02,90.4,30.97,841.79,1
17.24,36.88,215.3,64.25,0
70.75,82.65,427.01,162.0,1
20.02,25.72,58.53,82.56,0
27.74,42.88,170.96,44.23,0
54.93,43.09,163.03,33.26,0
40.02,24.71,119.83,80.32,0
77.42,82.31,401.06,351.75,1
40.19,46.53,217.0,44.1,0
13.47,34.62,210.57,97.0,0
22.49,38.3,77.78,61.79,0
58.03,32.28,159.04,98.67,0
57.68,40.19,149.39,95.01,0
90.34,96.8,14.98,408.36,1
29.47,44.04,87.94,88.09,0
54.01,34.51,107.61,95.51,0
30.6,24.01,91.41,68.92,0
56.38,50.04,88.01,95.09,0
57.21,31.14,289.76,95.66,0
59.55,58.88,273.44,54.78,0
61.6,20.01,112.83,62.24,0
60.77,44.52,289.82,20.03,0
17.91,52.9,241.15,83.59,0
90.91,95.73,34.07,595.5,1
55.89,22.82,290.84,38.48,0
72.72,78.49,538.87,187.96,1
46.97,50.42,52.69,24.97,0
15.64,45.14,167.78,71.14,0
16.87,49.72,163.59,20.98,0
98.93,86.83,17.24,893.98,1
59.01,24.51,166.63,64.72,0
85.21,79.86,501.69,206.16,1
64.87,44.13,199.76,45.82,0
84.63,80.92,542.65,255.42,1
57.58,31.21,231.01,38.45,0
37.93,36.79,259.07,98.56,0
15.56,52.24,110.69,57.07,0
46.61,24.16,245.23,75.22,0
56.06,35.03,179.74,93.65,0
43.09,43.61,248.4,96.1,0
16.46,50.56,140.18,72.17,0
79.28,69.84,498.86,236.83,1
56.87,42.93,180.69,94.92,0
44.55,51.11,217.27,17.18,0
11.33,57.84,74.7,93.26,0
50.1,53.98,113.38,84.56,0
63.55,29.95,161.5,19.06,0
64.5,30.53,248.41,32.8,0
40.1,32.88,150.33,44.63,0
56.46,54.27,133.44,67.39,0
55.99,29.1,257.17,23.61,0
45.17,32.52,174.3,30.83,0
24.56,48.3,137.65,83.5,0
86.6,83.98,414.55,177.87,1
59.99,48.01,190.12,79.33,0
31.89,47.83,99.65,22.7,0
58.23,36.19,115.84,75.85,0
31.82,56.85,75.91,96.27,0
58.81,31.76,192.53,21.99,0
93.31,80.82,29.66,733.76,1
37.2,53.33,295.82,35.85,0
45.63,28.64,53.1,35.71,0
43.67,53.52,153.63,61.85,0
32.68,53.92,195.22,68.32,0
91.54,78.67,491.35,395.48,1
24.5,34.81,275.01,94.64,0
29.64,58.32,83.62,88.1,0
90.96,90.77,10.79,890.51,1
37.91,39.03,128.37,83.62,0
49.61,48.7,211.24,62.1,0
93.58,91.49,7.39,709.4,1
33.99,58.13,92.84,62.6,0
13.17,33.9,266.89,27.57,0
13.6,48.75,192.44,95.52,0
49.25,39.63,226.05,95.13,0
90.58,89.04,29.23,737.33,1
41.34,55.04,286.57,27.26,0
47.47,32.58,51.69,66.82,0
29.71,24.79,294.34,67.18,0
50.17,49.3,112.2,66.13,0
19.86,27.25,212.35,57.07,0
14.9,57.85,193.5,95.67,0
32.42,47.86,84.63,44.18,0
29.53,48.29,269.77,57.47,0
32.08,29.07,296.41,68.81,0
51.35,40.95,55.1,66.52,0
88.71,87.46,12.58,881.8,1
10.26,35.39,56.91,91.94,0
57.26,58.23,97.12,67.77,0
22.01,33.81,268.02,92.57,0
41.57,55.66,226.59,89.77,0
18.19,52.76,57.59,18.3,0
62.69,57.63,251.8,41.49,0
29.2,27.22,179.62,91.52,0
43.19,59.89,280.0,94.71,0
82.06,69.72,439.59,179.1,1
28.61,34.63,109.86,84.49,0
32.24,34.33,279.15,93.3,0
60.03,48.31,259.77,23.4,0
46.49,32.82,181.83,63.88,0
31.68,41.86,100.23,42.23,0
20.89,57.77,156.58,51.99,0
11.31,24.17,190.31,66.82,0
64.58,50.83,242.71,74.41,0
12.29,57.87,126.78,64.93,0
81.94,76.02,497.85,283.57,1
26.66,27.53,291.05,19.46,0
58.05,49.54,181.0,30.15,0
48.46,56.43,74.66,95.75,0
85.67,61.82,390.72,201.68,1
10.86,56.88,101.51,73.6,0
70.1,66.01,512.73,357.83,1
99.85,96.53,21.73,818.89,1
17.79,29.85,217.13,89.97,0
41.38,54.55,206.55,32.41,0
86.21,66.82,488.06,253.97,1
25.29,56.04,254.18,56.5,0
44.46,35.82,224.0,53.18,0
22.26,45.5,78.82,91.69,0
20.08,33.1,285.88,36.8,0
61.18,35.93,184.07,39.2,0
15.97,24.78,255.72,90.14,0
94.66,89.96,10.72,897.78,1
16.01,29.15,258.27,30.68,0
54.35,29.67,203.83,52.24,0
42.84,21.64,283.4,80.18,0
21.57,32.72,192.2,95.63,0
62.27,56.87,137.53,32.06,0
31.52,26.12,122.95,20.41,0
20.69,46.32,159.72,89.06,0
23.52,41.14,189.21,27.19,0
88.68,93.7,23.45,667.14,1
19.35,57.31,142.59,27.2,0
22.85,35.25,190.68,84.17,0
16.58,28.98,207.07,62.91,0
45.69,56.43,284.3,69.81,0
43.88,37.99,237.02,73.04,0
28.98,59.52,163.75,93.15,0
39.51,34.41,86.1,69.15,0
63.21,59.97,270.48,46.29,0
54.3,25.76,164.98,75.41,0
22.48,36.09,260.03,45.0,0
79.27,70.44,496.69,260.97,1
30.0,33.04,149.72,76.48,0
21.93,27.64,98.65,89.26,0
44.04,56.01,187.05,79.94,0
45.42,28.54,85.33,24.24,0
26.52,53.32,243.64,68.01,0
21.94,42.07,89.18,47.66,0
19.92,37.72,223.49,47.81,0
25.03,49.84,190.84,28.25,0
53.0,27.91,152.82,54.83,0
72.87,83.28,413.24,383.26,1
50.44,55.04,219.05,81.89,0
10.48,54.49,63.19,87.47,0
59.6,28.12,87.65,33.11,0
29.96,56.37,195.86,85.4,0
48.7,31.59,75.37,62.76,0
73.34,70.38,456.46,304.57,1
40.38,38.78,295.83,73.65,0
91.47,76.6,379.33,261.23,1
17.46,35.24,144.84,29.49,0
47.85,52.72,282.74,64.72,0
59.17,58.81,286.65,63.18,0
91.73,82.16,363.78,183.74,1
31.65,25.98,298.22,82.23,0
62.89,32.83,227.85,95.64,0
43.15,51.97,53.99,90.74,0
19.3,54.05,98.01,38.82,0
60.38,39.58,276.45,19.42,0
26.86,37.96,158.24,18.44,0
51.79,38.32,70.06,61.86,0
63.8,44.97,233.66,16.63,0
59.75,35.2,59.0,72.11,0
28.46,52.13,263.41,81.65,0
28.82,57.72,229.78,61.95,0
24.67,56.53,279.69,22.21,0
27.52,40.35,78.38,83.91,0
15.89,22.98,143.35,28.09,0
52.84,54.55,52.41,16.14,0
57.86,44.7,89.06,68.22,0
80.14,81.84,507.23,176.46,1
48.73,27.98,236.52,21.9,0
62.33,20.15,247.9,34.81,0
14.37,32.82,182.33,55.46,0
64.34,44.22,96.52,39.49,0
57.58,22.45,96.23,15.54,0
20.87,25.76,185.5,97.68,0
48.66,23.03,96.76,42.32,0
89.95,92.71,31.65,700.78,1
25.7,37.06,256.12,77.51,0
46.02,58.73,112.92,79.12,0
13.45,33.77,233.23,67.69,0
14.4,50.58,229.03,16.02,0
14.85,43.53,279.08,45.73,0
47.3,22.64,115.61,86.38,0
50.82,39.22,174.92,79.89,0
64.95,27.61,196.81,18.63,0
35.57,38.47,280.86,86.95,0
93.56,97.98,25.35,471.04,1
33.08,20.98,84.86,41.92,0
95.59,87.99,5.63,795.69,1
19.5,43.72,95.98,23.06,0
18.24,33.49,55.42,48.34,0
62.54,41.97,106.93,56.36,0
33.81,57.89,89.96,97.37,0
62.88,22.68,130.82,55.52,0
22.93,57.73,250.91,50.39,0
26.94,26.34,207.61,73.14,0
16.7,25.18,120.47,76.6,0
57.53,34.78,292.61,20.37,0
32.94,28.38,131.55,34.84,0
76.88,82.89,544.51,346.7,1
41.75,33.24,98.59,25.81,0
44.8,58.85,107.23,65.39,0
55.08,39.54,167.44,16.65,0
15.26,50.01,205.9,21.91,0
43.14,55.64,289.57,37.61,0
52.76,51.65,119.05,27.16,0
13.25,29.86,208.27,42.81,0
36.54,25.84,118.19,42.2,0
95.26,90.73,42.09,722.92,1
95.17,82.41,38.0,767.75,1
53.94,31.3,247.68,50.95,0
10.6,30.44,86.01,17.15,0
51.93,23.15,166.23,92.33,0
44.42,42.21,198.46,79.47,0
25.05,31.04,226.57,53.53,0
17.07,58.24,80.98,88.76,0
30.29,32.61,230.13,61.76,0
45.55,35.82,131.65,86.07,0
25.56,42.62,192.13,90.08,0
49.45,25.27,65.97,20.77,0
38.75,57.6,108.75,79.15,0
92.06,88.25,38.79,646.23,1
38.86,45.67,149.0,28.17,0
54.79,37.94,78.81,92.47,0
23.16,45.79,189.42,19.46,0
22.4,21.7,104.75,34.78,0
57.88,40.02,130.74,79.26,0
11.06,50.62,173.06,71.92,0
40.25,21.61,197.42,32.75,0
10.39,48.07,195.4,46.29,0
73.61,65.32,457.25,378.8,1
25.48,42.25,177.72,28.59,0
43.42,33.38,131.76,37.13,0
25.7,21.15,200.84,70.37,0
32.31,27.39,60.42,83.39,0
58.08,28.01,192.55,78.52,0
47.08,55.47,254.47,45.68,0
44.44,42.67,271.1,36.45,0
27.04,28.66,95.23,43.38,0
49.6,48.8,164.47,48.21,0
60.65,39.21,199.19,82.58,0
61.58,23.11,76.82,15.02,0
12.75,20.45,118.56,15.0,0
50.08,58.45,74.31,46.28,0
63.4,49.67,143.21,38.8,0
26.36,21.4,80.02,27.06,0
61.27,59.33,278.64,25.23,0
62.38,51.71,270.07,94.22,0
16.19,48.99,163.81,90.35,0
25.02,20.9,190.81,20.38,0
21.85,35.9,144.36,18.16,0
35.61,27.0,53.32,91.28,0
62.77,55.06,227.48,76.1,0
24.7,46.85,290.8,30.99,0
54.57,59.83,61.03,62.87,0
82.3,77.57,508.39,328.89,1
25.76,23.54,141.82,84.76,0
30.53,56.07,231.55,60.97,0
45.16,36.28,195.05,46.63,0
97.21,82.95,35.27,844.71,1
32.43,58.46,71.61,36.52,0
60.86,45.82,162.69,60.83,0
58.94,33.74,279.57,98.53,0
28.79,45.31,236.2,87.34,0
63.75,51.69,256.17,48.69,0
58.44,59.62,186.0,59.16,0
24.01,42.02,285.57,77.88,0
53.32,39.57,131.37,86.1,0
61.53,40.92,254.84,33.62,0
32.44,50.06,76.61,69.44,0
55.89,55.81,97.08,15.05,0
37.75,24.31,86.09,21.14,0
90.9,88.12,42.14,670.98,1
54.8,20.94,57.77,25.29,0
52.68,22.85,113.36,95.84,0
29.66,36.12,224.45,40.52,0
21.46,37.14,197.42,55.67,0
12.3,39.65,57.88,42.17,0
48.53,54.45,145.94,60.82,0
47.87,44.81,137.76,97.57,0
11.5,21.55,171.86,92.0,0
39.91,23.32,231.07,75.83,0
80.0,78.73,398.28,396.0,1
27.04,51.09,263.66,33.41,0
10.57,25.14,265.68,81.37,0
79.78,72.55,442.64,324.28,1
60.87,46.15,62.18,64.78,0
37.01,56.09,123.35,28.83,0
28.23,24.39,88.7,86.18,0
36.74,20.23,243.94,83.58,0
86.99,61.1,386.54,235.02,1
56.5,29.15,161.17,74.57,0
72.23,63.48,498.07,386.67,1
34.1,34.67,224.73,16.75,0
48.16,45.39,76.58,55.26,0
40.65,36.89,66.29,37.34,0
77.87,70.03,533.85,376.65,1
72.66,64.05,464.08,316.16,1
64.81,34.93,115.75,20.68,0
20.2,36.53,189.92,34.74,0
17.33,48.06,52.8,20.1,0
16.2,46.64,196.39,15.75,0
73.02,83.02,522.12,350.31,1
36.11,39.15,74.76,47.97,0
39.78,52.15,86.53,25.79,0
57.37,22.72,178.35,98.93,0
23.59,50.14,259.94,45.75,0
24.44,22.39,157.97,89.01,0
11.52,46.87,282.69,48.22,0
57.68,49.94,81.83,67.27,0
58.88,45.84,238.86,28.37,0
25.82,50.92,158.19,17.63,0
14.67,55.67,86.39,69.52,0
31.63,38.58,251.7,92.95,0
39.44,33.08,127.04,95.62,0
31.24,54.85,222.11,74.1,0
83.31,76.53,464.8,267.33,1
36.93,33.7,179.25,68.67,0
24.75,30.85,122.24,58.65,0
59.82,56.29,191.5,44.62,0
55.42,40.71,152.88,37.43,0
46.25,50.73,272.64,26.84,0
26.23,47.48,140.37,61.14,0
53.89,43.27,93.35,76.59,0
84.05,65.14,507.99,357.6,1
45.61,39.88,111.41,56.17,0
41.25,41.5,86.58,66.51,0
63.16,52.52,295.97,15.28,0
61.38,57.11,163.69,99.22,0
25.24,42.7,99.8,19.33,0
63.99,43.81,169.09,47.89,0
19.96,34.45,250.32,19.63,0
25.25,41.94,117.1,81.63,0
85.11,65.12,528.26,291.64,1
28.57,44.97,119.29,51.53,0
44.01,42.82,116.68,61.97,0
18.34,42.15,129.18,33.69,0
55.38,28.13,204.07,96.13,0
50.73,59.15,117.43,56.33,0
56.5,28.84,164.88,29.08,0
22.12,24.3,109.69,41.22,0
42.98,35.47,103.35,23.53,0
49.18,37.7,234.79,47.68,0
30.91,41.65,117.93,89.95,0
53.43,40.96,130.52,57.42,0
56.1,44.26,143.24,74.79,0
48.44,35.11,247.02,32.61,0
32.28,29.95,122.67,34.63,0
35.83,20.97,283.82,35.75,0
34.87,52.0,147.22,44.34,0
37.0,48.97,277.3,22.6,0
22.57,34.66,299.27,55.68,0
56.95,45.8,199.78,83.86,0
63.85,34.58,240.18,22.65,0
72.03,77.38,360.01,169.81,1
79.97,67.33,521.7,219.63,1
75.04,67.79,454.1,207.95,1
12.87,46.18,246.07,96.08,0
73.87,73.7,538.4,373.73,1
54.43,27.82,228.13,20.73,0
54.95,27.15,81.03,54.32,0
49.78,26.11,283.04,35.88,0
57.05,50.65,178.31,16.76,0
13.13,25.4,62.09,28.25,0
57.39,53.37,193.47,38.74,0
19.63,24.4,112.05,69.41,0
13.69,35.1,50.14,54.17,0
47.26,35.8,185.37,49.33,0
62.92,57.73,138.48,66.47,0
51.21,50.07,180.87,49.65,0
37.48,52.19,101.72,65.98,0
26.41,44.18,153.1,46.96,0
27.3,27.95,54.01,52.02,0
18.09,54.61,247.63,78.68,0
26.61,29.78,54.09,34.3,0
36.77,38.65,166.3,90.0,0
32.87,22.05,286.93,91.25,0
76.5,61.33,443.02,246.64,1
33.84,43.93,138.69,58.57,0
61.37,54.75,169.86,44.96,0
60.71,26.64,298.02,27.4,0
24.83,20.99,104.67,59.29,0
32.19,51.94,165.07,67.85,0
12.8,40.68,80.82,52.26,0
52.0,21.45,244.83,76.94,0
13.7,58.73,283.24,47.12,0
34.19,48.9,116.78,27.09,0
72.05,69.6,428.88,160.47,1
62.45,27.78,192.32,50.5,0
18.34,41.88,113.79,92.87,0
13.64,54.35,116.38,56.03,0
35.76,59.25,281.21,56.95,0
35.28,55.98,204.2,98.25,0
91.02,66.45,461.71,372.29,1
28.18,46.6,181.68,71.76,0
42.44,47.3,251.55,81.16,0
54.82,37.35,118.05,94.89,0
63.5,59.65,62.82,65.29,0
24.17,52.96,188.75,86.78,0
62.59,38.57,88.31,23.38,0
29.96,49.7,154.82,43.15,0
18.93,39.25,282.1,20.64,0
58.91,37.42,253.77,28.09,0
11.68,57.5,79.56,35.03,0
80.82,83.96,467.68,251.33,1
25.76,44.42,91.22,28.53,0
30.73,23.32,70.52,82.68,0
39.72,39.71,73.08,97.46,0
45.64,59.67,50.52,30.09,0
64.1,34.67,221.42,85.27,0
41.46,21.62,273.22,43.06,0
42.06,59.53,203.59,84.82,0
19.35,35.63,298.37,24.14,0
43.85,41.04,257.95,39.18,0
43.34,30.4,210.87,74.5,0
43.36,47.56,58.01,87.43,0
48.22,52.41,139.69,58.25,0
48.81,36.04,251.74,34.99,0
91.71,86.53,15.83,474.36,1
14.37,43.51,79.43,24.15,0
18.21,22.94,242.59,73.46,0
49.53,37.41,80.65,69.77,0
82.15,74.69,537.49,202.44,1
11.86,26.26,97.87,20.61,0
56.92,30.09,96.64,57.3,0
31.86,48.37,130.89,26.3,0
63.17,36.89,128.7,92.82,0
48.49,20.3,245.8,96.11,0
36.78,59.53,87.04,90.16,0
43.22,58.28,276.83,76.27,0
52.4,45.26,227.84,83.02,0
10.15,39.31,256.08,57.59,0
28.29,46.35,234.14,57.92,0
58.93,59.75,203.12,67.04,0
62.24,52.01,163.74,76.12,0
39.63,50.23,61.13,43.27,0
44.49,51.67,168.63,89.65,0
90.11,75.22,396.19,228.79,1
34.71,32.01,213.01,18.29,0
59.74,30.17,116.34,60.11,0
62.36,37.97,149.25,51.55,0
97.63,85.47,41.65,673.27,1
37.6,58.1,248.66,69.4,0
43.01,22.05,297.22,33.14,0
25.82,24.63,108.71,99.09,0
28.07,41.8,100.06,73.23,0
45.58,57.86,55.17,26.04,0
24.2,46.3,217.95,50.32,0
74.49,64.1,369.52,382.94,1
39.83,41.95,67.15,98.54,0
88.77,60.08,397.91,344.67,1
61.94,58.61,78.34,53.36,0
52.13,51.18,166.32,25.38,0
25.31,23.33,247.25,45.03,0
20.41,57.8,231.33,92.43,0
63.32,50.66,298.03,28.79,0
38.71,47.58,98.54,99.24,0
29.33,33.61,147.32,79.32,0
38.18,52.47,103.09,31.16,0
52.54,49.91,66.73,99.41,0
46.14,56.52,173.59,80.52,0
45.34,27.96,60.49,53.5,0
29.55,59.51,283.48,70.14,0
56.06,58.78,265.5,22.24,0
42.71,42.46,79.12,26.54,0
64.79,49.04,135.18,68.12,0
55.94,32.68,128.01,84.88,0
57.23,22.2,125.05,96.95,0
24.21,35.18,88.26,43.9,0
14.09,41.24,68.78,41.21,0
11.25,59.25,131.94,75.5,0
90.49,75.07,520.31,240.63,1
24.53,33.35,272.1,30.52,0
54.02,29.26,119.13,86.52,0
39.77,54.37,252.89,61.66,0
47.98,31.89,188.09,40.29,0
86.55,61.02,533.77,255.04,1
24.8,22.08,67.19,95.66,0
15.88,39.08,167.31,45.7,0
24.54,43.63,190.3,82.5,0
19.26,45.94,192.25,88.67,0
10.93,28.74,227.04,29.4,0
98.37,90.19,49.53,402.64,1
25.03,51.79,244.07,30.94,0
13.27,28.44,216.72,31.36,0
28.93,36.18,197.69,92.41,0
23.7,54.25,81.16,50.72,0
37.37,59.11,151.39,31.25,0
17.05,27.37,210.21,25.2,0
17.28,21.61,299.54,78.31,0
47.62,25.32,104.53,96.55,0
45.85,48.69,257.49,16.17,0
21.35,25.78,231.08,81.78,0
77.15,70.28,481.9,320.08,1
21.09,45.4,101.7,45.02,0
88.88,76.56,447.98,387.29,1
23.87,37.33,89.65,81.42,0
51.16,40.97,100.96,24.39,0
25.59,27.08,242.26,55.22,0
13.59,38.18,125.8,34.07,0
57.51,53.58,290.88,37.92,0
34.1,25.34,245.25,69.84,0
64.26,42.07,210.47,27.3,0
30.4,30.19,74.71,88.27,0
27.06,36.15,65.74,96.36,0
59.43,30.08,111.07,96.4,0
88.83,74.36,534.89,380.46,1
63.76,20.13,289.66,42.83,0
40.46,42.72,50.37,31.44,0
26.85,50.57,112.79,83.39,0
44.59,46.79,290.16,63.04,0
30.9,44.98,272.56,42.6,0
77.85,78.97,456.5,273.29,1
40.93,47.59,75.8,91.15,0
57.66,28.2,153.09,99.66,0
47.45,59.04,160.32,26.54,0
22.02,23.87,114.11,93.05,0
64.52,45.72,272.45,90.91,0
60.8,44.47,73.38,36.28,0
51.05,57.53,110.3,55.46,0
19.19,50.29,232.17,93.73,0
64.57,51.83,271.87,23.51,0
22.61,43.03,50.02,74.19,0
86.57,73.91,382.86,334.73,1
94.86,93.35,13.66,811.16,1
12.49,27.18,256.82,31.8,0
13.37,37.98,204.66,17.68,0
49.82,34.67,239.15,79.69,0
33.75,47.52,258.4,28.52,0
19.43,21.41,93.77,86.65,0
14.67,26.3,68.3,50.28,0
48.48,26.65,228.42,75.67,0
81.68,82.52,468.34,390.47,1
28.15,38.12,257.19,65.51,0
21.86,37.96,93.03,86.12,0
27.37,44.25,281.55,82.86,0
20.79,31.82,243.14,54.51,0
41.98,51.86,81.69,19.57,0
39.34,54.29,190.02,48.54,0
49.18,52.67,63.21,30.28,0
87.58,66.01,360.15,364.58,1
14.08,41.56,70.89,59.63,0
24.36,41.96,257.03,18.74,0
56.08,25.59,247.51,74.4,0
18.13,37.69,155.53,68.88,0
51.81,38.44,220.33,99.38,0
11.82,20.46,56.83,71.51,0
54.53,21.21,130.62,79.39,0
42.22,23.31,97.61,96.01,0
53.1,41.56,142.88,81.93,0
43.27,48.77,297.1,41.59,0
53.71,40.16,122.47,39.83,0
40.02,25.92,217.04,60.9,0
38.72,50.72,87.64,85.07,0
44.19,21.7,144.86,18.43,0
11.44,43.97,50.7,37.21,0
28.99,33.66,140.37,58.85,0
32.29,42.52,108.95,27.69,0
22.53,32.87,215.33,46.13,0
53.18,35.01,60.47,75.71,0
12.92,28.32,152.55,87.76,0
44.0,51.46,54.25,68.07,0
61.62,56.99,96.19,20.48,0
12.58,24.9,147.92,85.97,0
40.57,41.17,51.24,68.17,0
57.13,27.1,287.11,57.37,0
81.34,69.45,502.77,282.08,1
24.73,26.19,66.38,74.21,0
26.23,26.83,192.86,71.91,0
32.42,26.34,110.68,50.68,0
30.25,49.01,182.08,33.18,0
52.81,23.29,268.36,84.87,0
64.02,35.6,138.67,78.77,0
57.65,21.69,150.82,34.47,0
28.7,47.33,123.46,96.53,0
70.51,62.12,425.45,252.8,1
25.98,43.03,253.68,57.94,0
86.98,78.27,423.67,289.02,1
19.82,59.29,132.89,97.66,0
55.75,22.46,222.06,18.19,0
13.16,54.12,109.7,92.9,0
52.08,34.2,257.13,36.91,0
48.99,35.79,105.47,27.02,0
15.2,43.99,181.55,76.31,0
39.94,44.26,99.65,65.43,0
20.89,28.67,151.25,42.46,0
58.53,54.19,230.84,96.28,0
83.46,72.62,501.68,231.86,1
35.39,40.03,151.8,61.97,0
89.62,60.27,386.97,355.09,1
88.35,82.13,40.04,456.01,1
42.85,56.97,111.1,47.07,0
48.66,30.56,120.91,98.22,0
49.86,36.62,50.77,67.79,0
30.23,51.68,83.48,19.93,0
13.9,24.93,181.49,80.61,0
39.66,29.03,149.25,55.57,0
42.26,50.26,151.82,29.5,0
61.79,44.26,176.46,21.25,0
28.44,36.73,73.06,94.37,0
57.15,31.76,179.92,49.62,0
55.63,45.22,244.5,43.69,0
31.75,37.41,247.68,18.94,0
16.41,25.15,245.08,16.53,0
20.61,59.61,180.06,32.27,0
58.65,23.54,267.81,17.32,0
35.06,32.82,236.29,23.5,0
22.02,55.9,138.95,84.48,0
20.09,42.88,171.35,87.03,0
40.88,56.1,205.29,98.63,0
25.97,58.53,78.96,40.84,0
53.66,59.41,245.06,44.12,0
57.46,56.51,234.16,59.93,0
21.66,45.81,203.63,25.55,0
30.38,47.64,54.51,84.89,0
64.63,43.23,66.21,39.59,0
61.42,48.59,163.28,36.7,0
32.16,43.91,193.2,95.12,0
44.35,52.32,267.39,70.83,0
45.3,50.38,236.5,72.45,0
56.98,23.59,180.55,27.34,0
41.86,45.47,192.19,27.49,0
26.19,50.89,271.83,63.41,0
57.13,58.13,272.63,24.21,0
54.39,28.92,245.13,80.98,0
41.02,58.43,63.69,67.89,0
40.68,26.2,210.06,53.86,0
59.04,45.68,93.48,33.35,0
64.71,29.12,201.68,42.69,0
59.93,46.01,274.63,59.22,0
40.86,20.7,254.69,39.2,0
28.96,36.3,215.9,98.44,0
82.46,70.85,355.99,351.15,1
32.34,50.52,186.13,27.46,0
15.14,42.02,193.23,44.3,0
60.79,28.67,190.45,83.74,0
55.68,55.29,241.62,83.61,0
28.53,56.95,80.05,86.68,0
31.93,25.96,196.9,80.72,0
24.95,55.96,263.66,85.77,0
51.38,20.04,216.93,58.68,0
59.9,35.57,299.61,24.93,0
92.65,84.04,8.65,496.67,1
55.3,52.93,56.37,95.35,0
13.08,45.93,70.03,68.54,0
50.58,22.17,151.95,30.06,0
20.77,43.3,160.83,49.95,0
50.15,28.82,119.95,16.43,0
34.35,31.26,90.58,75.72,0
17.69,36.13,265.75,72.07,0
28.95,42.22,73.02,89.16,0
55.43,56.91,280.77,98.47,0
61.29,22.67,244.43,16.93,0
84.84,66.57,544.06,199.61,1
14.91,25.31,282.85,45.42,0
74.46,82.9,430.26,266.8,1
80.21,65.12,549.22,376.91,1
14.32,26.54,144.96,33.6,0
55.38,59.18,129.44,54.76,0
63.7,35.04,97.6,53.04,0
81.99,67.68,468.51,331.5,1
41.83,21.91,266.03,39.99,0
54.96,37.25,121.19,19.5,0
47.51,53.28,149.59,60.41,0
89.91,78.52,449.93,278.35,1
71.65,80.85,477.81,369.55,1
82.96,80.68,370.47,198.35,1
63.55,26.86,186.53,77.44,0
50.22,44.26,108.47,51.21,0
58.11,41.57,269.16,87.09,0
47.48,32.74,57.29,34.46,0
62.79,20.92,246.4,65.03,0
33.58,47.23,298.62,53.55,0
32.15,57.53,108.99,49.43,0
18.06,51.7,141.27,15.19,0
14.64,53.63,95.11,68.48,0
18.76,59.69,219.69,71.06,0
28.43,59.55,284.26,73.37,0
18.27,22.91,212.83,94.65,0
41.38,33.1,149.48,53.82,0
12.17,43.63,243.14,37.82,0
43.49,31.55,186.68,16.37,0
59.07,21.51,132.72,17.88,0
50.13,46.49,185.57,97.88,0
48.03,40.29,122.97,26.05,0
77.43,78.39,452.44,307.38,1
25.6,38.07,186.42,53.92,0
60.21,47.81,160.35,45.34,0
59.24,36.07,147.62,31.66,0
46.12,21.05,203.9,38.37,0
62.99,22.54,206.95,97.74,0
39.27,35.38,87.48,68.01,0
81.13,77.96,380.78,358.52,1
41.72,39.76,237.44,82.19,0
47.49,20.03,210.89,73.0,0
30.28,47.82,270.76,71.4,0
86.62,69.75,495.54,232.97,1
12.11,46.92,91.98,91.48,0
51.06,54.1,117.08,30.52,0
35.34,35.76,85.09,85.25,0
20.21,29.86,287.91,73.1,0
56.57,51.58,257.58,33.89,0
82.02,82.54,464.52,175.78,1
24.34,47.38,279.0,30.86,0
49.73,57.29,94.47,95.33,0
63.27,26.87,286.52,33.84,0
28.88,44.32,221.61,23.69,0
90.67,62.66,492.12,242.31,1
45.52,40.76,289.06,95.71,0
10.86,32.82,171.94,72.81,0
22.33,27.77,207.03,25.2,0
38.18,43.08,281.58,24.62,0
36.63,21.88,180.39,74.9,0
24.8,21.51,259.64,32.87,0
27.89,38.15,131.69,42.86,0
50.09,34.64,271.52,84.49,0
56.52,40.98,109.54,51.23,0
71.01,84.0,403.15,361.65,1
45.38,24.36,287.6,82.36,0
29.46,38.27,203.93,95.58,0
42.55,38.92,65.04,77.26,0
36.29,30.87,82.44,86.8,0
57.1,33.93,90.7,26.63,0
54.5,52.38,157.04,19.96,0
52.51,40.26,248.07,53.23,0
26.43,26.7,173.18,43.72,0
50.74,46.77,185.34,43.86,0
63.05,51.86,129.33,75.58,0
19.78,25.16,289.5,92.39,0
97.75,88.56,19.95,468.06,1
